content,score,score_reanotado_gemini,sentiment
"Os produtos da temu são excelentes! E se você não gostar de algo a solução é rápida! O rastreio funciona bem e tudo chega antes do prazo. Não jogue o jogo da farmland. No começo parece que você vai ganhar os itens grátis rápido, porém ao chegar a 98,98 irão faltar 0,2 e aí você vai precisar regar no mínimo mais 2.000 vezes e coletar 20000 de água. Eu cheguei a 98,98 então posso falar com propriedade. É furada!!",5,3,2
"instalei a amazon uns dias atrás em busca de comprar livros com preços menores e me decepcionei após ver que só aceitam cartão de crédito ou boleto, excluíram e ignoraram totalmente pessoas que utilizam somente cartão de débito. fiquei decepcionada pois quis ser usuário somente para ter acesso à esses produtos. gostaria que fossem mais compreensivos e incluíssem o débito para efetuar compras normalmente. estou dando duas estrelas somente pela qualidade e diversidade de produtos. espero melhoras.",2,3,2
"E muito bom quem tem medo de usar pode baixar e pratico e ver encontra tudo o que precisa. Oi não venho retirar o que eu disse antes, mas pedir a atenção da shop com relação às entregas que os entregadores liguem no caso de dificuldade com endereço eu particularmente não tenho recebido nenhum pedido o GPS não funciona para meu endereço é. Muito frustrante ver que seu pedido está a caminho e não chega por falta de uma simples ligação. Espero que resolvem isso o que era 10 volta a ser 0",5,3,2
"Infelizmente o Mercado Livre, perdeu sua qualidade, quando tive problemas com a entrega, pois estavam enrolando mudando de datas e nada da entrega sendo ela full e a única coisa que me informaram que por se tratar da Black Fire, ou seja usa para vender entrega full e quando nao entrega e fica enrolando e nao resolvem mesmo no fale conosco e o Vendedor se ausenta de respondabilidade e Mercado Livre tb, fica somente para vc cancelar a compra e perder o dinheiro , pq o valpr do produto ja aumentou.",1,1,0
"O app é ótimo só resolvi vir aqui contar uma coisa pra que ninguém passe pelo mesmo. Fiz uma compra com diversos produtos, deu em torno de R$1.000. Na Amazon ao invés de debitar do cartão o valor total eles debitam em diversas parcelas, separam sei lá que forma e no meu caso foram 8 débitos de valores diferentes um atrás do outro. Resultado: banco bloqueou o cartão alegando tentativa de golpe. Cuidado. Já fiz isso em outros sites e debitam sempre o total. A entrega é super rápida.",4,3,2
"Shopee foi a melhor coisa criada. Ganhei bebe tem 1 mês e pouquinho, e como não estou saindo, comprei tudo pelo app, desde o início da minha gravidez até hoje, além de coisas pessoais e para o lar, os preços são muito em conta, sem falar da opção de entrega rápida, cupom de frete grátis e com desconto nos produtos, check-in diário pra receber moedas, a oferta relâmpago, onde tem promoções de varios produtos, indico muito!",5,5,4
"Shein eu adoro muito o seu site, amo demais mais vocês tem que abaixar um pouco mais o preço das coisas né eu por exemplo ganhei 200,00 de aniversário mais não deu para comprar quase nada, e o que está mais caro no site de vocês é as blusas de frio, na minha opinião vocês tem que abaixar um pouco os preços das coisas né Shein.",4,3,2
Muito difícil para fechar compra. Não aparece a opção,2,2,1
"Uma das coisas que mais gosto no mercado livre é a rapidez das entregas! De todos os apps de compras com certeza esse é o que mais entrega com rapidez os produtos. Só não gosto muito de como conseguir o frete grátis que a compra precisa ser de um certo valor muito alto para conseguir, e não dá mais para assinar o meli porque a assinatura é muito cara e os benefícios não compensam muito.",3,3,2
"Péssimo. A transportadora não trouxe meu pacote, ele foi devolvido a mais de 48 horas ao vendedor, e nem resposta eles me deram ainda. A garantia de A a Z é uma farsa, voce clica pra solicitar, volta no inicio, fazem o cliente de bobo. Nao recomendo este app.",1,1,0
"OS FAVORITOS nao tem ordem / organização ""[(atualizem por favor)]"" Nao tem como organizar os favoritos da shoppe, nem editar... Deveria ser assim pra dar certo; [ser tão organizado como os produtos no hall de entrada do aplicativo] ... ter como editar com facilidade, organizar por roupas, sapatos, meias, acessórios, tecnologia, orçamento, precos ""TUDO NOS FAVORITOS""",4,3,2
"Ótimo aplicativo muito bom mesmo... só que precisa melhorar a questão das entregas...comprei um produto já vai fazer um mês e não recebi ainda.. registrei a reclamação e reprogramaram a entrega...tinha que ter a opção de cancelar a compra e receber o dinheiro de volta quando esse tipo de coisa acontece,não eu ser obrigada a ficar esperando o produto chegar.Se ele chegar!",4,2,1
"A cada atualização tem melhorado ainda mais, isso é bom! A opção carrinho, com compra parceladas sem juros ajudam bastante ainda mais se tiver frete gratuito. O Mercado de envios está bem rápido, mas para quem mora na região Norte ainda sofre um pouquinho com os fretes em alguns produtos e que não são baratos.",4,4,3
"Já fiz diversas compras, gosto muito do APP sendo meu favorito em questão de compras online. Por tanto, gostaria de reclamar sobre o tempo de entrega. Sempre que compro um produto ele sai em uma data mais curta, porém ao decorrer dos dias essa data vai alogando, podendo chegar até 7 dias depois do previsto na compra. Tirando isso, ótimo app.",4,3,2
A aplicação é muito fácil de usar. Permite a criação de uma wishlist. Em geral quase todas as fotos dos produtos são fiáveis.,5,4,3
"Sim as compras são confiáveis e vem certinho. Mas teve um problema muito sério. Na troca de endereço, quando eu mudei não atualizou mesmo eu colocando como endereço padrão e deletando o antigo endereço. Comprei uma bolsa e mais coisas, com o endereço novo mas entregaram na casa antiga(mesmo eu mudando o endereço antes de pedir). Ainda bem que a casa antiga não é muito longe da nova. Mas mesmo assim, foi e é um erro de vocês. Por favor consertem isso.",3,2,1
"Melhor lugar para comprar livros, chega rápido. Super Indico!!",5,5,4
"Amo de mais. Principalmente pra quem é prime. Só a falta a opção de escolher mais de uma forma de pagamento. Exemplo: cartão de crédito + boleto. Pois as vezes não queremos pagar a vista, mas também não queremos passar tudo no cartão. rosto deprimido De resto: PERFEITO",4,4,3
"prático eficiente e rápido, tem de tudo que procura, entrega rápida mesmo, vale muito a pena comprar por aqui.",5,5,4
"O aplicativo é legal,tem muita variedade,mais em relação a outros parecidos ele Não oferece preços tão atrativos. E os bonos pra novos usuários produtos grátis,é bem fraudulento!! No começo facilita mais no final fica lento,e muitas tarefas não são recompensadas como prometem,podemos até ganhar algo de graça mais faz 3 semanas que estou tentando,eles dificultam.",3,2,1
"melhor shopping virtual para compras, tem responsabilidade na entrega, na qualidade do produto, em satisfazer o cliente com troca e/ou devolução. a entrega é rápida e, se precisar trocar ou devolver, não tem burocracia. minha loja preferida.",5,5,4
"aplicativo tem muitas opções mas as entregas tem que melhorar pois dão como entregue sendo que não tinha chegado chegou uma semana depois, mas chegou.",4,3,2
"Péssimo, pra recuperar uma senha de conta antiga, pede os dados de um cartão que não tenho mais, e minha nova está suspensa. Mandei os documentos que pediram, o prazo de 24h pra retorno é apenas de fachada, já se passaram 3 dias e ninguém me dá devolutiva nenhuma. E não posso nem comprar no concorrente, pq o valor já foi debitado do cartão me deixando sem limite. Péssimo atendimento!",1,1,0
É um ótimo app de compras Amazon é um app que oferecer muita segurança em compras online para cliente único problema desse app são os preços são bastante altos o mais certo é aproveita uma promoção quando tiver na plataforma!,4,3,2
"Eu não compro ainda mas compraria muito só que tem um problema que toda vez que coloco meu número de celular pede que tenha 10 à 11 dígitos Mas só tem 9 ,poderia resolver esse problema eu agradeço",4,3,2
"O app tá apresentando muito problema não tou conseguindo visualizar as mercadorias que estão esposta a venda pois tá ficando com a tela tudo branca e não aparece nada só a mensagem procurando mercadoria, tá horrível isso.vc não consegui nem visualizar suas compras.",2,1,0
"A melhor empresa onde já comprei. As entregas (por transportadora particular) são religiosamente pontuais e rápidas. Já teve vez que comprei e recebi no dia seguinte. As embalagens são impecáveis. Enfim, sou cliente prime totalmente satisfeito até então. Uma sugestão, gostaria que o app avisasse quando determinado produto chega no estoque da Amazon. Atualmente eu tenho que ficar olhando toda vez que to interessado num produto que é vendido por terceiros, mas acabou no estoque da Amazon.",5,5,4
"Comprei um produto necessário para a saúde, o item chegou e estava errado ent fiz o reembolso, mas hoje faz quase um mês que o dinheiro não volta sendo que já devolvi o item, fica cada dia mais aumentando o dia de devolver, isso é um absurdo, tomem cuidado !!! sirene",3,1,0
"Eu fui prejudicado pela segunda vez por vendedores desonesto que anuncia um produto e entrega outro, a primeira vez a política equivocada da plataforma me impediu de recuperar o dinheiro e a segunda, fiquei com o prejuízo do frete que foi maior que o valor da compra. É orrivel saber que a segurança da minha compra é tão boa em uma compra e tão deficiente em outras. ""Lamentável"" Com indignação, José Soares!",2,1,0
"Antes tinha aquela opção de ""ver mais dados do vendedor"" q permitia ver de forma clara os comentários dos compradores, se a compra foi entregue em bom estado ou no prazo, se era original, etc, além das classificações em ""bom"", ""ruim"" e ""regular"". Agora os comentários sobre os produtos que aparecem são genéricos, aparecem sempre iguais. Mesmo clicando em vendedores e anúncios diferentes. Ficou muito ruim dessa forma, voltem como era antes que é a maneira que as plataformas concorrentes usam.",1,2,1
"fácil acesso, variedades de produtos, forma de pagando maravilhosa. muito satisfeita.",5,5,4
"O APP é bom. Funciona bem e raramente trava ou da problema. O ML melhorou muito a politica de atendimento deles, tive problemas no passado mas ultimamente esta tudo tranquilo. Compro e vendo bastante e recomendo. O ML não faz o vendedor e sim o contrario... Vai vender? Seja honesto... Hoje, dia 11/06/2020. Editei esse comentário pois o App está horrível. Está lento, demorado, pesado. E não venha me dizer que é o meu celular, pois estou em um ótimo aparelho e tudo roda bem nele...",3,2,1
